name,gs_email,s2aid,s2npubs
Yuan He,@sut.edu.cn,40498718,38
Masaaki Kondo,@hal.ipc.iu-tokyo.ac.jp,1683736,115
Vincenzo Bonifaci,@iasi.cnr.it,1784610,64
Gianlorenzo D'Angelo,@gssi.infn.it,7387533,72
Alberto Marchetti-Spaccamela,@dis.uniroma1.it,1809037,136
Odorico M. Mendizabal,@furg.br,2546148,18
Rudá S. T. De Moura,,34993374,1
Fernando Luís Dotti,@pucrs.br,3039851,70
Fernando Pedone,@usi.ch,1739265,178
Guillaume Aupy,@inria.fr,1717000,41
Clément Brasseur,,19274839,1
Loris Marchal,@ens-lyon.fr,1718549,85
Olivier Beaumont,@labri.fr,1731715,97
Lionel Eyraud-Dubois,,2380259,40
Suraj Kumar,@inria.fr,39703729,30
Philippe Clauss,@inria.fr,1886895,72
Ervin Altıntaş,,19191072,1
Matthieu Kuhn,,40157972,16
Yonghong Yan,@oakland.edu,3671570,150
Jiawen Liu,,3775274,27
Kirk W. Cameron,@cs.vt.edu,1717511,106
Mariam Umar,,40083137,5
Jaime Arteaga,@udel.edu,19169712,1
Stephane Zuckerman,,36609334,42
Guang R. Gao,@capsl.udel.edu,1745279,388
Josep M. Perez,@bsc.es,21644330,27
Vicenç Beltran,@bsc.es,2064715,39
Scott Beamer,@lbl.gov,2734356,22
Krste Asanoviç,@eecs.berkeley.edu,1760896,177
David Patterson,@cs.berkeley.edu,1701130,362
Michael Gowanlock,@mit.edu,2753806,19
Cody M. Rude,,18772848,5
David M. Blair,,33571655,31
Justin D. Li,,10660562,9
Victor Pankratius,,1682906,61
Pablo Fuentes,@unican.es,38516568,23
Enrique Vallejo,@unican.es,1879134,40
Cyriel Minkenberg,@zurich.ibm.com,1794299,86
Benjamin Klenk,@ziti.uni-heidelberg.de,2712837,8
Holger Fröning,@ziti.uni-heidelberg.de,1731123,53
Hans Eberle,@computer.org,2298713,55
Larry Dennison,,17930267,13
Reza Mokhtari,,3006735,39
Michael Stumm,@eecg.toronto.edu,1696433,184
Chenhan D. Yu,@cs.utexas.edu,31804143,11
William March,@ices.utexas.edu,1769646,25
George Biros,@acm.org,2395747,114
Pieter Ghysels,@lbl.gov,2999829,16
Xiaoye Sherry Li,@lbl.gov,1773637,83
Christopher Gorman,@cs.otago.ac.nz,40474825,39
Francois-Henry Rouet,@lstc.com,1805296,21
Ivan Walulya,@chalmers.se,2607427,14
Philippas Tsigas,@chalmers.se,1701362,210
Wei-Lun Hung,,3209512,37
Vijay K. Garg,@ece.utexas.edu,1747249,379
Yujie An,,3434870,3
Quentin F. Stout,@umich.edu,3067853,167
Sridutt Bhalachandra,@cs.unc.edu,3031038,11
Allan Porterfield,,2119657,40
Stephen L. Olivier,@sandia.gov,2216287,40
Jan Prins,@cs.unc.edu,1805266,353
Ryuichi Sakamoto,,2974390,56
Koji Inoue,@ait.kyushu-u.ac.jp,1779541,279
Masatsugu Ueda,,2885885,104
Tapasya Patki,@email.arizona.edu,2613767,21
Daniel Ellsworth,,2519830,8
Barry Rountree,@llnl.gov,2173458,73
Qi Zhu,@ece.ucr.edu,1711920,305
Bo Wu,@mines.edu,40485705,55
Li Shen,,40391089,382
Zhiying Wang,,1690770,290
Vignesh Adhinarayanan,@vt.edu,3014657,18
David Rogers,@lanl.gov,2549894,28
James Ahrens,@lanl.gov,1787080,70
Scott D. Pakin,@lanl.gov,1726678,88
Costin Iancu,@lbl.gov,1702354,48
Wim Lavrijsen,,2998413,7
Sergio Martin,@ucsd.edu,37146060,8
Marsha J. Berger,,34768652,42
Scott B. Baden,@eng.ucsd.edu,1777004,102
Yanfei Guo,@anl.gov,1794267,56
Charles Archer,,2312753,2
Michael Blocksome,,1685720,13
Scott Parker,,2032331,67
Wesley Bland,@anl.gov,2446648,22
Ken Raffenetti,@anl.gov,2673895,7
Salvatore Di Girolamo,,32042628,6
Flavio Vella,@dividiti.com,34920674,21
El Mahdi El Mhamdi,@epfl.ch,9623412,11
Venkatesan T. Chakaravarthy,@in.ibm.com,1696818,64
Jee W. Choi,@gatech.edu,14673425,7
Douglas J. Joseph,,34348330,7
Xing Liu,@intel.com,1740904,651
Prakash Murali,,39229329,7
Yogish Sabharwal,@in.ibm.com,1787471,78
Dheeraj Sreedhar,@in.ibm.com,2178450,16
Ioakeim Perros,@gatech.edu,2739832,11
Jimeng Sun,@cc.gatech.edu,1738536,183
Richard Vuduc,@cc.gatech.edu,1771649,119
Shaden Smith,@cs.umn.edu,34854131,24
Jongsoo Park,@intel.com,1686843,27
George Karypis,@umn.edu,1681616,368
Ali Pourmiri,,1844903,11
Mahdi Jafari Siavoshani,@ce.sharif.edu,1743607,22
Seyed Pooya Shariatpanahi,,1708300,30
Wei Chen,@uccs.edu,1728624,2473
Xiaobo Zhou,@uccs.edu,1718639,472
Masahiro Tanaka,@hpcs.cs.tsukuba.ac.jp,1786032,244
Kenjiro Taura,@eidos.ic.i.u-tokyo.ac.jp,1724468,119
Kentaro Torisawa,@nict.go.jp,1768754,110
Tao Gao,@nudt.edu.cn,2229502,317
Boyu Zhang,@udel.edu,1788289,95
Pietro Cicotti,@sdsc.edu,1758014,41
Yutong Lu,,35150586,73
Michela Taufer,@udel.edu,1737658,147
Bo Mao,@xmu.edu.cn,1782674,82
Suzhen Wu,@xmu.edu.cn,8175008,34
Yaodong Yang,,3154422,39
Zaifa Xi,,1769287,2
Sohan Lal,@tu-berlin.de,9278198,16
Jan Lucas,@tu-berlin.de,36602386,14
Iulian Brumar,,19269471,1
Marc Casas,@bsc.es,2020430,47
Miquel Moretó Planas,,2703643,101
Gurindar S. Sohi,,1754655,143
Jungwon Kim,@ornl.gov,1697093,122
Kittisak Sajjapongse,,3079326,9
Seyong Lee,@ornl.gov,8568681,48
Jeffrey S. Vetter,@acm.org,7553591,198
Joel Denny,,20645435,1
Teng Wang,@lbl.gov,1783874,154
Adam Moody,,2216937,40
Yue Zhu,,2606966,261
Kathryn Mohror,@llnl.gov,3270933,58
Tanzima Z. Islam,@llnl.gov,2219526,16
Jiayang Guo,,2810606,5
Yiming Hu,,1736595,117
Jeffrey Mogul,@acm.org,2238476,139
Rebecca Isaacs,@acm.org,36224817,46
Brent Welch,,17927692,16
Peng Huang,@cs.ucsd.edu,1700573,441
Chuanxiong Guo,@ieee.org,39152478,79
Lidong Zhou,@microsoft.com,2902416,86
Jacob R. Lorch,,1855395,54
Yingnong Dang,@microsoft.com,34402895,19
Murali Chintalapati,,22795910,2
Randolph Yao,,22736499,2
Aurojit Panda,@cs.nyu.edu,3169583,50
Mooly Sagiv,@acm.org,1702872,161
Scott Shenker,@icsi.berkeley.edu,1753148,460
Ricardo Koller,@us.ibm.com,6100194,24
Dan Williams,,30904419,69
Linh Nguyen,@umich.edu,2248558,124
Peifeng Yu,,22742879,2
Mosharaf Chowdhury,@umich.edu,2579531,54
Robert Nishihara,@eecs.berkeley.edu,34994156,13
Philipp Moritz,@berkeley.edu,29912342,11
Stephanie Wang,,2117867,51
William Paul,,38516379,62
Johann Schleier-Smith,@berkeley.edu,2115957,4
Richard Liaw,@berkeley.edu,3393220,8
Michael I. Jordan,@cs.berkeley.edu,1694621,542
Timos Antonopoulos,,1682679,19
Paul Gazzillo,@yale.edu,2725205,12
Michael Hicks,@cs.umd.edu,2895372,78
Eric Koskinen,,33681628,42
Tachio Terauchi,@jaist.ac.jp,1728982,31
Shiyi Wei,,39714885,14
Timothy Bourke,@tbrk.org,1979057,42
Lélio Brun,@ens.fr,40638307,3
Pierre-Evariste Dagand,@lip6.fr,3111774,24
Xavier Leroy,@inria.fr,1792338,340
Marc Pouzet,,1680325,70
Lionel Rieg,,2474210,20
David Menendez,,34199165,17
Santosh Nagarakatte,@cs.rutgers.edu,2375915,29
Zhoulai Fu,@ucdavis.edu,33209645,11
Zhendong Su,@cs.ucdavis.edu,38319925,152
Qinheping Hu,,17830134,2
Loris D'Antoni,@cs.wisc.edu,1806462,52
Ariel Eizenberg,,3409732,6
Yuanfeng Peng,@cis.upenn.edu,3199368,10
Toma Pigli,,17785358,1
William Mansky,@cs.princeton.edu,2686490,14
Joseph Devietti,,1739688,31
Dustin Rhodes,,1878923,5
Cormac Flanagan,@ucsc.edu,1717674,135
Stephen Freund,@cs.williams.edu,35267242,58
Andreas Haas,@cs.uni-salzburg.at,2089649,45
Andreas Rossberg,,1987677,50
Derek Schuff,,2094391,13
Ben L. Titzer,,2982459,14
Dan Gohman,,3363743,3
Luke Wagner,,31940212,6
Alon Zakai,,2844522,11
Jean-Francois Bastien,,32389243,3
Michael Holman,,2767220,13
Jonathan Lifflander,@lifflander.org,2795047,20
Daniel Huang,,2084223,52
Greg Morrisett,@cornell.edu,1758821,90
Luke Maurer,,38504194,7
Paul Downen,@cs.uoregon.edu,2065311,15
Zena M. Ariola,@cs.uoregon.edu,1706685,63
Simon Peyton Jones,@microsoft.com,35372552,243
Jacob Van Geffen,,8099954,1
Swarat Chaudhuri,@rice.edu,35865989,73
Zachary Kincaid,@cs.princeton.edu,2565726,27
Jason Breck,,3097337,10
Ashkan Forouhi Boroujeni,,17786569,1
Thomas Reps,@cs.wisc.edu,1703130,263
Rei Thiessen,,32577227,2
Ondřej Lhoták,,3284421,89
Peter Ohmann,@cs.wisc.edu,34747583,11
Alexander L. Brooks,,40456419,7
Ben Liblit,@cs.wisc.edu,1697640,80
Kuat Yessenov,,3171961,21
Ivan Kuraj,,2514071,15
Armando Solar-Lezama,@csail.mit.edu,1745989,99
Dileep Kini,@illinois.edu,2276789,15
Umang Mathur,@illinois.edu,2374083,67
Mahesh Viswanathan,@illinois.edu,1729490,111
Tian Tan,@cs.au.dk,35930993,28
Yue Li,@cs.au.dk,30461535,408
Jingling Xue,@cse.unsw.edu.au,38726687,202
Parosh Aziz Abdulla,@it.uu.se,1686895,196
Mohamed Faouzi Atig,@it.uu.se,3271072,70
Phi-Diep Bui,@it.uu.se,7277539,3
Yu-Fang Chen,@iis.sinica.edu.tw,1685787,68
Lukas Holik,@fit.vutbr.cz,1795632,48
Ahmed Rezine,@liu.se,1707824,52
Philipp Ruemmer,@it.uu.se,1739683,91
Daniel Patterson,@dbpmail.net,36931703,12
Jamie Perconti,,17810669,1
Christos Dimoulas,@seas.harvard.edu,21431682,18
Amal Ahmed,@ccs.neu.edu,4239511,154
Olli Saarikivi,@aalto.fi,2347792,14
Margus Veanes,@microsoft.com,1758545,126
Todd Mytkowicz,@microsoft.com,1731438,66
Troels Henriksen,@sigkill.dk,2965025,16
Niels G. W. Serup,,17859936,1
Martin Elsman,@diku.dk,1911509,28
Fritz Henglein,@diku.dk,1749372,82
Cosmin Oancea,@diku.edu,1943909,30
Yufei Ding,@ncsu.edu,1766680,13
Lin Ning,,3118258,25
Hui Guan,,2306471,84
Grigory Fedyukovich,@cs.washington.edu,1736858,32
Maaz Bin Safeer Ahmad,,7745797,4
Rastislav Bodik,@cs.washington.edu,1991345,103
Buddhika Chamith,@indiana.edu,2473791,4
Luke Dalessandro,@indiana.edu,1946692,38
Bo Joel Svensson,@chalmers.se,1897982,20
Richard A. Eisenberg,@cis.upenn.edu,35238735,33
Amanieu d'Antras,@cs.man.ac.uk,2865352,6
Cosmin Gorgovan,@manchester.ac.uk,2751492,7
Jim Garside,,1778171,78
Scott Schneider,@us.ibm.com,38492872,63
Kun-Lung Wu,@us.ibm.com,9082182,151
Dmytro Petrashko,@epfl.ch,2249089,5
Martin Odersky,@epfl.ch,1795826,166
Ryan Beckett,,3089873,12
Ratul Mahajan,@ratul.org,38981616,139
Todd Millstein,@cs.ucla.edu,3105241,103
Jitendra Padhye,@microsoft.com,1695132,101
David Walker,@cs.princeton.edu,1832958,391
Thomas Wuerthinger,@oracle.com,2575120,37
Christian Wimmer,@oracle.com,1682576,90
Christian Humer,,2381046,7
Andreas Woess,,2176460,6
Lukas Stadler,@jku.at,6503919,28
Chris Seaton,@cs.man.ac.uk,40584321,14
Gilles Duboscq,@ssw.jku.at,2467762,9
Doug Simon,,37231580,18
Matthias Grimmer,@ssw.jku.at,2465562,17
Anthony Canino,,14707986,4
Yu David Liu,@cs.binghamton.edu,39584086,82
Ori Lahav,@mpi-sws.org,1808867,68
Viktor Vafeiadis,@mpi-sws.org,2762830,78
Jeehoon Kang,,2243785,52
Chung-Kil Hur,@sf.snu.ac.kr,1777044,53
Derek Dreyer,@mpi-sws.org,2710559,80
Stefan K. Muller,@bioss.uni-freiburg.de,2691450,11
Robert Harper,,33486652,111
Goran Doychev,@imdea.org,2422012,7
Boris Köpf,@imdea.org,3147299,33
Yaniv David,@cs.technion.ac.il,1974088,5
Nimrod Partush,,2578198,12
Eran Yahav,@cs.technion.ac.il,1743232,110
Piyus Kedia,@iiitd.ac.in,17816610,3
Manuel Costa,@microsoft.com,38731436,48
Matthew Parkinson,@microsoft.com,12353823,36
Kapil Vaswani,,1796965,60
Dimitrios Vytiniotis,@microsoft.com,1757457,68
Qirun Zhang,@ucdavis.edu,3110521,10
Chengnian Sun,@ucdavis.edu,34751114,29
Anirudh Santhiar,,2746219,5
Aditya Kanade,@iisc.ac.in,2594759,30
Konstantinos Mamouras,@seas.upenn.edu,2121860,26
Mukund Raghotaman,@seas.upenn.edu,2780408,18
Rajeev Alur,@cis.upenn.edu,1710176,300
Zachary G. Ives,@cis.upenn.edu,1804315,101
Sanjeev Khanna,@cis.upenn.edu,1740426,232
Azadeh Farzan,@cs.toronto.edu,1795170,46
Victor Nicolet,,39414768,3
James Bornholt,@cs.washington.edu,3211657,24
Emina Torlak,@alum.mit.edu,1833123,54
Rahul Sharma,@microsoft.com,37529085,81
Alex Aiken,@cs.stanford.edu,4689402,207
Percy Liang,@cs.stanford.edu,40085065,108
Marina Billes,,17865449,1
Anders Møller,@cs.au.dk,32710366,112
Michael Pradel,@binaervarianz.de,1884064,60
Juneyoung Lee,,34038252,185
Yoonseung Kim,,3031506,3
Youngju Song,,4704140,8
Sanjoy Das,,34518246,155
David Majnemer,,17811247,1
John Regehr,@cs.utah.edu,1783210,83
Nuno P. Lopes,@ist.utl.pt,37101082,23
Cristoph Rettinger,,9035209,4
Christian Godenschwager,,3328821,12
Sebastian Eibl,,12519276,3
Tobias Preclik,,2063777,21
Tobias Schruff,,17114269,3
Roy Frings,,16686871,2
Ulrich Rüde,@cs.fau.de,1793279,247
Kadir Akbudak,@cs.bilkent.edu.tr,2572064,14
Hatem Ltaief,@kaust.edu.sa,1754635,84
Aleksandr Mikhalev,@kaust.edu.sa,39625255,3
David E. Keyes,@kaust.edu.sa,1794014,166
Alexander Breuer,@ucsd.edu,38960812,52
Alexander Heinecke,@intel.com,1722735,53
Yifeng Cui,,2305796,25
William McDoniel,,9555567,2
Markus Höhnerbach,,3161552,8
Rodrigo Canales,,2522777,16
Ahmed E. Ismail,@mail.wvu.edu,32193821,44
Paolo Bientinesi,@aices.rwth-aachen.de,1766804,90
Mustafa Abduljabbar,@kaust.edu.sa,8297244,6
George S. Markomanolis,@kaust.edu.sa,3180418,15
Huda Ibeid,@illinois.edu,3083117,9
Rio Yokota,@gsic.titech.ac.jp,2274654,41
Dipanjan Sengupta,@intel.com,6415958,34
Yida Wang,@intel.com,2659391,38
Narayanan Sundaram,@intel.com,1789372,56
Theodore L. Willke,,2999876,41
Josh Tobin,@ucsd.edu,3831282,26
Charles Yount,@acm.org,3191398,19
Khairul Kabir,,37253985,13
Azzam Haidar,@eecs.utk.edu,2168650,72
Stanimire Tomov,@icl.utk.edu,1706099,163
Aurelien Bouteiller,@icl.utk.edu,1746341,63
Timothée Ewart,@epfl.ch,3344221,6
Judit Planas,,27872289,15
Francesco Cremonesi,,2758723,54
Kai Langen,,17115203,3
Felix Schürmann,,2984713,87
Fabien Delalondre,,3032993,13
Peter Steinbach,,38797515,42
Matthias Werner,,33656588,18
Martin Kronbichler,@lnm.mw.tum.de,1784588,114
Katharina Kormann,@ipp.mpg.de,1765698,22
Igor Pasichnyk,,5436472,5
Momme Allalen,,2540483,11
Rob F. Van der Wijngaart,,2636545,52
Evangelos Georganas,@intel.com,2418537,18
Andrew Wissink,,3313944,33
Stephen Hamilton,,5674766,37
Randal Burns,@cs.jhu.edu,1726784,144
Charles Meneveau,@jhu.edu,1704150,77
Perry Johnson,@stanford.edu,37511429,26
Peter Lindstrom,@llnl.gov,1682771,69
John Patchett,@lanl.gov,2465886,18
Alexander S. Szalay,,7934073,231
Johannes Hofmann,,1690745,31
Georg Hager,@fau.de,1694080,117
Gerhard Wellein,@fau.de,1708441,124
Dietmar Fey,,1798887,168
Yuichi Tsujita,,1738234,37
Tatsuhiko Yoshizaki,,17074822,1
Keiji Yamamoto,,1833664,185
Fumichika Sueyasu,,2795389,3
Ryoji Miyazaki,,3594678,9
Atsuya Uno,,39083557,15
Hari Subramoni,@cse.ohio-state.edu,1802958,78
Sourav Chakraborty,@osu.edu,29719971,14
Emre Ates,@bu.edu,16828201,1
Yijia Zhang,@bu.edu,3357436,54
Ata Turk,@bu.edu,1804097,33
Jim Brandt,,39920348,38
Manuel Egele,@bu.edu,2489809,39
Vojtech Nikl,,2905015,3
Michal Hradecky,,16846587,1
Jakub Keleceni,,17100725,1
Jiri Jaros,@fit.vutbr.cz,2231982,43
Jonathan Eastep,,2459613,17
Steve Sylvester,,29779938,16
Christopher Cantalupo,,1866337,37
Brad Geltz,,16916763,3
Federico Ardanaz,,3042670,2
Asma Al-Rawi,,40039182,1
Kelly Livingston,,2142084,10
Fuat Keceli,,1705061,11
Matthias Maiterth,,2975537,6
Siddhartha Jana,@intel.com,38308455,37
Stephen I. Roberts,@warwick.ac.uk,3448436,108
Steven A. Wright,@warwick.ac.uk,40431102,17
Suhaib A. Fahmy,@warwick.ac.uk,3450002,111
Stephen A. Jarvis,@warwick.ac.uk,1690561,172
Konstantin Avrachenkov,@sophia.inria.fr,1726907,189
Jasper Goseling,@utwente.nl,1776100,61
Berksan Serbetci,@utwente.nl,1911706,7
Debankur Mukherjee,@tue.nl,3431458,9
Souvik Dhara,@tue.nl,13546228,4
Sem Borst,@tue.nl,1731931,155
Johan S. H. van Leeuwaarden,@tue.nl,2423913,92
Long Gong,@gatech.edu,1715491,40
Paul Tune,@adelaide.edu.au,1790319,24
Liang Liu,,2374501,718
Sen Yang,,2812772,471
Jun Jim Xu,,28686573,347
Xiaoen Ju,@umich.edu,2871106,14
Hani Jamjoom,,2704919,67
Kang G. Shin,@umich.edu,1730051,827
Lingda Li,@bnl.gov,2635740,15
Robel Geda,,17897978,4
Ari B. Hayes,@cs.rutgers.edu,2189162,8
Pranav Chaudhari,,17974030,5
Eddy Zheng Zhang,@cs.rutgers.edu,31790133,44
Mario Szegedy,,1686872,110
Maxime C. Cohen,@nyu.edu,31251390,15
Philipp Keller,,38694262,7
Vahab Mirrokni,@google.com,1728881,175
Morteza Zadimoghaddam,@google.com,1724391,58
Alan Quach,,9646877,5
Zhongjie Wang,,1696074,159
Zhiyun Qian,@cs.ucr.edu,1794927,43
Brandon Wang,@pixar.com,2983976,11
Xiaoye Li,,10685934,30
Leandro P. de Aguiar,,2080159,7
Daniel Sadoc Menasché,@dcc.ufrj.br,1735876,66
Zubair Shafiq,@uiowa.edu,34616778,26
Sinong Wang,@osu.edu,2096387,20
Ness Shroff,@osu.edu,1750487,373
Lei Ying,@asu.edu,1750087,249
Nicolas Gast,@inria.fr,2624785,39
Wen Sun,,1890969,261
Veronique Simon,,32194204,12
Sébastien Monnet,@inria.fr,2102057,44
Philippe Robert,,2282672,343
Abdullah Giray Yaglikci,@andrew.cmu.edu,11827442,3
Aditya Agrawal,@illinois.edu,40248185,64
Niladrish Chatterjee,@nvidia.com,2866959,25
Mike O'Connor,@nvidia.com,2341074,71
Wonil Choi,,2505238,34
Mohammad Arjomand,@gatech.edu,2372241,46
Myoungsoo Jung,@yonsei.ac.kr,36895144,43
Lavanya Subramanian,@intel.com,35164008,32
Rachata Ausavarungnirun,@cmu.edu,1999972,43
Vivek Seshadri,@cs.cmu.edu,1720084,37
Mathias Gibbens,,34574021,3
Chris Gniady,@cs.arizona.edu,2672452,39
Beichuan Zhang,@cs.arizona.edu,1727135,106
Lei Ye,,33114639,194
Neda Nasiriani,@cse.psu.edu,2772186,18
Shaileshh Bojja Venkatakrishnan,,2043402,7
Giulia Fanti,@illinois.edu,2188628,32
Pramod Viswanath,@illinois.edu,1698842,151
Prateek Sharma,@cs.umass.edu,1778464,329
David Irwin,@umass.edu,1697572,116
Prashant Shenoy,@cs.umass.edu,1705052,231
Zijun Zhang,,3051271,61
Zongpeng Li,@ucalgary.ca,1744839,205
Chuan Wu,@cs.hku.hk,1726963,222
Xin5 Wang,,1705489,2459
Richard T. B. Ma,@comp.nus.edu.sg,1721878,72
Yinlong Xu,,7869811,142
Hung T. Nguyen,@mymail.vcu.edu,39433682,28
Tri P. Nguyen,@mymail.vcu.edu,9398355,6
Tam Vu,@colorado.edu,17903381,4
Thang N. Dinh,@vcu.edu,1745290,64
Giuliano Casale,@imperial.ac.uk,1737740,210
Steffen Bondorf,@cs.uni-kl.de,3261085,20
Paul Nikolaus,,3366278,4
Jens B. Schmitt,@cs.uni-kl.de,1738878,168
David Formby,@gatech.edu,3126255,16
Anwar Walid,,1783299,78
Raheem Beyah,@ece.gatech.edu,2474340,124
You Zhou,@cise.ufl.edu,32067673,228
Yian Zhou,@cise.ufl.edu,2785094,22
Min Chen,@cise.ufl.edu,38108942,293
Shigang Chen,@cise.ufl.edu,38125149,235
Yi Cao,,39531773,328
Javad Nejati,@cs.stonybrook.edu,3371087,4
Muhammad Wajahat,@cs.stonybrook.edu,9223428,8
Aruna Balasubramanian,@cs.stonybrook.edu,2187214,144
Anshul Gandhi,@cs.stonybrook.edu,2044504,47
Andrey Rodchenko,@manchester.ac.uk,2322572,5
Christos Kotselidis,@manchester.ac.uk,1963560,29
Andy Nisbet,@manchester.ac.uk,2476643,58
Antoniu Pop,@manchester.ac.uk,40079054,40
Umur Darbaz,,20700548,1
Gabor Dozsa,,1700342,34
Stephan Diestelhorst,@arm.com,2298231,22
Jiajun Wang,@utexas.edu,2123452,175
Reena Panda,@utexas.edu,2130920,20
Tayyar Rzayev,@cornell.edu,1722599,6
David Albonesi,,1752578,105
Rajit Manohar,@yale.edu,1808537,117
Francois Guimbretiere,@cs.cornell.edu,2539134,83
Jaeyeon Kihm,,1831764,10
Rakesh Kumar,@ed.ac.uk,35410424,532
Jose Cano,,2748712,39
Aleksandar Brankovic,,3091010,10
Demos Pavlou,,1930410,7
Kyriakos Stavrou,,2781082,26
Enric Gibert,,2129996,23
Alejandro Martinez,@arm.com,40200443,51
Antonio Gonzalez,@ac.upc.edu,40430154,83
Hyoukjun Kwon,@gatech.edu,20437926,6
Jaewon Lee,@postech.ac.kr,2190980,260
Hanhwi Jang,,2885986,4
Jae-Eon Jo,,2865235,4
Gyu-Hyeon Lee,,20862008,2
Jangwoo Kim,@snu.ac.kr,2287483,45
Harry Wagstaff,@sms.ed.ac.uk,2312500,12
Bruno Bodin,@inf.ed.ac.uk,1879368,19
Tom Spink,@inf.ed.ac.uk,2856040,10
Bjoern Franke,@inf.ed.ac.uk,2644436,69
Nikhil Hegde,,20568058,7
Jianqiao Liu,,2698880,52
Kirshanthan Sundararajah,@purdue.edu,9996721,4
Saumay Dublish,@sms.ed.ac.uk,3451064,6
Nigel Topham,,14984639,23
Siva Kumar Sastry Hari,@nvidia.com,2708722,20
Timothy Tsai,@byu.net,40489216,35
Mark Stephenson,@alum.mit.edu,2032635,118
Stephen Keckler,@cs.utexas.edu,1715863,179
Joel Emer,@csail.mit.edu,1775477,107
André Lopes,,2843212,35
Frederico Pratas,@ist.utl.pt,1803904,29
Leonel Sousa,@inesc-id.pt,1713695,277
Aleksandar Ilic,@inesc-id.pt,1767172,104
Xun Gong,,2003815,196
Rafael Ubal,@ece.neu.edu,1791987,30
David R. Kaeli,@ece.neu.edu,1771736,268
Ugljesa Milic,,1837948,5
Alejandro Rico,@arm.com,35404220,36
Alex Ramirez,@nvidia.com,3094183,169
Yohei Ueda,,1919517,18
Jennifer B. Sartor,,2392899,26
Kristof Du Bois,@intel.com,1941512,9
Hyunsub Song,,9763760,2
Young Je Moon,,34278137,5
Se Kwon Lee,,8568662,2
Sam H. Noh,@unist.ac.kr,1719212,105
Juan Gómez-Luna,@uco.es,1708510,34
Izzat El Hajj,@illinois.edu,3077499,14
Li-Wen Chang,@illinois.edu,1709430,74
Victor Garcia-Flores,@ac.upc.edu,21242411,2
Simon Garcia de Gonzalo,@illinois.edu,2192182,5
Thomas B. Jablin,@illinois.edu,2550847,19
Antonio J. Peña,@bsc.es,24636606,48
Wen-Mei Hwu,@illinois.edu,1723122,267
Heehoon Kim,,20491792,1
Hyoungwook Nam,,20928779,1
Wookeun Jung,,34398371,5
Jaejin Lee,@snu.ac.kr,1719118,206
Meng Wang,,1731598,867
Kanishka Lahiri,@amd.com,39072666,42
Subhash Kunnoth,,20419137,1
Xinnian Zheng,@utexas.edu,2286178,9
Yipeng Wang,@ncsu.edu,2751331,220
Amro Awad,@sandia.gov,39326009,17
Yan Solihin,@ncsu.edu,1717365,107
Alexandra Ferrerón,,3482258,3
Radhika Jagtap,,3408343,6
Sascha Bischoff,,12772192,8
Roxana Rusitoru,,2180436,3
Norman P. Jouppi,,1715454,154
Cliff Young,,39660914,49
Nishant Patil,,2020474,48
Gaurav Agrawal,@google.com,7012376,69
Raminder Bajwa,,36843389,2
Sarah Bates,,4823686,118
Suresh Bhatia,@uq.edu.au,6287510,43
Nan Boden,,14950646,2
Al Borchers,,34093825,11
Rick Boyle,,2230969,46
Pierre-luc Cantin,,39717385,2
Clifford Chao,,10599460,22
Chris Clark,,2157243,390
Jeremy Coriell,,10798325,1
Mike Daley,,40504585,37
Matt Dau,,10745330,2
Jeffrey Dean,@google.com,1796515,274
Ben Gelb,,8732659,2
Tara Vazir Ghaemmaghami,,10750186,1
Rajendra Gottipati,,40301682,1
William Gulland,,10703669,1
Robert Hagmann,,39066904,4
C. Richard Ho,,40582433,34
Doug Hogberg,,9134643,5
John Hu,,2805999,40
Robert Hundt,@google.com,1701671,32
Dan Hurt,,40535278,4
Julian Ibarz,@google.com,2475342,30
Aaron Jaffey,,10433955,4
Alek Jaworski,,40449051,9
Alexander Kaplan,,29793267,39
Harshit Khaitan,,10715238,1
Daniel Killebrew,,35002044,5
Andy Koch,,35738359,4
Naveen Kumar,,1715147,328
Steve Lacy,,40476752,5
James Laudon,,2926266,30
James Law,,38508422,103
Diemthu Le,,32249701,8
Chris Leary,,3362246,3
Zhuyuan Liu,,8847026,10
Kyle Lucke,,3162843,35
Alan Lundin,,9620331,3
Gordon MacKean,,10803508,2
Adriana Maggiore,,1973715,21
Maire Mahony,,34457217,2
Kieran Miller,,33731706,42
Rahul Nagarajan,,32445120,2
Ravi Narayanaswami,,34602886,2
Ray Ni,,39761104,15
Kathy Nix,,13805826,5
Thomas Norrie,,3222376,3
Mark Omernick,,3175815,3
Narayana Penukonda,,10686924,1
Andy Phelps,,35743099,4
Jonathan Ross,,14022616,32
Matt Ross,,2141029,85
Amir Salek,@google.com,40405690,2
Emad Samadiani,,9364218,3
Chris Severn,,2219487,6
Gregory Sizikov,,2473816,7
Matthew Snelham,,10665586,1
Jed Souter,,10692866,1
Dan Steinberg,,39566019,22
Andy Swing,,10779387,3
Mercedes Tan,,1918916,2
Gregory Thorson,,3128076,10
Bo Tian,,1998839,129
Horia Toma,,5055423,315
Erick Tuttle,,35916116,2
Vijay Vasudevan,@cs.cmu.edu,38062095,31
Richard Walter,,34922221,44
Walter Wang,,2935275,10
Eric Wilcox,@dri.edu,1925527,31
Doe Hyun Yoon,@google.com,1712426,22
Swagath Venkataramani,@purdue.edu,1778215,65
