name,gender,n_female,n_male
"Cranor, Lorrie Faith",F,6,10
"Dixon, Henry",M,5,6
"Naeini, Pardis Emami",F,4,7
"Habib, Hana",F,4,7
"Johnson, Noah",M,5,6
"Melicher, William",M,5,6
"Tan, Joshua",M,1,4
"Bonneau, Joseph",M,1,4
"Thomas, Jeremy",M,1,4
"Cabanas, Jose Gonzalez",M,NA,NA
"Cuevas, Angel",NA,NA,NA
"Cuevas, Ruben",NA,NA,NA
"Usmani, Wali Ahmed",M,NA,NA
"Marques, Diogo",M,NA,NA
"Beschastnikh, Ivan",M,NA,NA
"Guerreiro, Tiago",M,NA,NA
"Carrico, Luis",NA,0,5
"Such, Jose M.",M,0,3
"Porter, Joel",M,0,3
"Preibusch, Soren",M,0,3
"Joinson, Adam",M,0,3
"Bullek, Brooke",F,2,1
"Garboski, Stephanie",F,2,1
"Mir, Darakhshan J.",F,2,1
"Peck, Evan M.",M,3,0
"Hoyle, Roberto",M,2,2
"Das, Srijita",F,1,3
"Kapadia, Apu",M,2,2
"Lee, Adam J.",M,2,2
"Vaniea, Kami",F,1,3
"Uddin, Md. Sami",M,0,2
"Verma, Himanshu",M,0,2
"Alavi, Hamed S.",M,0,2
"Lalanne, Denis",M,0,2
"Dye, Michaelanne",F,4,1
"Nemer, David",M,5,0
"Pina, Laura R.",F,17,10
"Sambasivan, Nithya",F,4,2
"Bruckman, Amy S.",F,7,3
"Gil, Hyunjae",M,1,2
"Lee, Doyoung",F,0,3
"Im, Seunggyu",M,1,2
"Oakley, Ian",M,1,2
"Sridhar, Srinath",M,0,11
"Markussen, Anders",M,0,4
"Theobalt, Christian",M,1,14
"Singh, Aneesha",F,2,0
"Bianchi-Berthouze, Nadia",F,2,0
"Williams, Amanda Cdec",F,2,0
"Aggarwal, Deepti",F,2,7
"Zhang, Weiyi",F,1,4
"Bradford, Mark",M,2,3
"Wu, Chi-Jui",M,0,2
"Houben, Steven",M,0,2
"Marquardt, Nicolai",M,0,2
"Wagemakers, Andrew John",M,0,2
"Fafard, Dylan Brodie",M,0,2
"Stavness, Ian",M,0,2
"Lindlbauer, David",M,0,2
"Mueller, Jorg",M,1,2
"Alexa, Marc",M,0,4
"Grubert, Jens",M,0,1
"Kranz, Matthias",M,0,1
"Sato, Munehiko",M,0,7
"Puri, Rohan S.",M,0,7
"Ushigome, Yosuke",M,0,7
"Franciszkiewicz, Lukas",M,0,7
"Chandra, Deepak",M,0,7
"Poupyrev, Ivan",M,0,7
"Raskar, Ramesh",M,0,7
"Xiao, Robert",M,0,3
"Alaoui, Sarah Fdili",F,NA,NA
"Francoise, Jules",NA,3,2
"Schiphorst, Thecla",F,NA,NA
"Studd, Karen",F,NA,NA
"Bevilacqua, Frederic",M,NA,NA
"Gugenheimer, Jan",M,0,5
"Stemasov, Evgeny",M,0,3
"Frommel, Julian",M,0,3
"Rukzio, Enrico",M,1,9
"Hock, Philipp",M,0,3
"Benedikter, Sebastian",M,0,3
"Dey, Arindam",M,0,3
"Piumsomboon, Thammathip",M,0,3
"Lee, Youngho",M,0,3
"Billinghurst, Mark",M,0,3
"Sousa, Mauricio",NA,1,4
"Mendes, Daniel",M,NA,NA
"Paulo, Soraia",F,NA,NA
"Matela, Nuno",M,NA,NA
"Jorge, Joaquim",M,NA,NA
"Lopes, Daniel Simoes",M,NA,NA
"Tregillus, Sam",M,0,2
"Zayer, Majed Al",M,0,2
"Folmer, Eelke",M,0,2
"Sherugar, Samyukta Manjayya",F,2,3
"Chandwani, Rajesh",M,3,2
"Hwang, Maria L.",F,1,0
"Mamykina, Lena",F,3,1
"Burgermaster, Marissa",F,2,1
"Davidson, Patricia",F,2,1
"Freeman, Euan",M,1,4
"Brewster, Stephen",M,NA,NA
"Baud-Bovy, Gabriel",M,1,4
"Magnusson, Charlotte",F,0,5
"Caltenco, Hector",M,1,4
"Abdolrahmani, Ali",M,3,1
"Easley, William",M,3,1
"Williams, Michele",F,2,2
"Branham, Stacy",F,2,2
"Hurst, Amy",F,2,2
"Zhao, Yuhang",F,3,0
"Hu, Michele",F,3,0
"Hashash, Shafeka",F,3,0
"Azenkot, Shiri",F,3,0
"Leiva, Luis A.",M,0,2
"Martin-Albo, Daniel",M,0,2
"Vatavu, Radu-Daniel",M,0,2
"Yeo, Hui-Shyong",M,1,3
"Phang, Xiao-Shen",F,0,4
"Castellucci, Steven J.",M,1,3
"Kristensson, Per Ola",M,1,3
"Quigley, Aaron",M,1,3
"Jokinen, Jussi P. P.",M,7,11
"Sarcar, Sayan",M,1,4
"Wang, Zhenxin",M,1,4
"Shi, Weinan",M,0,4
"Banovic, Nikola",M,4,5
"Rao, Varun",M,2,2
"Saravanan, Abinaya",F,1,3
"Dey, Anind K.",M,2,2
"Vitale, Francesco",M,2,2
"Tabard, Aurelien",M,2,2
"Beaudouin-Lafon, Michel",M,NA,NA
"Eiband, Malin",F,0,4
"Zezschwitz, Emanuel Von",M,1,3
"Hussmann, Heinrich",M,1,3
"Malloch, Joseph",M,3,0
"Liu, Xiaoxing",M,0,1
"Thomas, Geb W.",M,0,1
"Sun, Emily",F,0,2
"Mclachlan, Ross",M,1,1
"Maezawa, Akira",M,0,1
"Yamamoto, Kazuhiko",M,0,1
"Greenhalgh, Chris",M,0,3
"Hazzard, Adrian",M,0,3
"Chamberlain, Alan",M,0,6
"Ochiai, Yoichi",M,0,2
"Hoshi, Takayuki",M,0,2
"Suzuki, Ippei",M,0,2
"Lyu, Fei",F,NA,NA
"Tian, Feng",M,NA,NA
"Feng, Wenxin",F,NA,NA
"Cao, Xiang",M,NA,NA
"Zhang, Xiaolong (Luke)",NA,2,4
"Dai, Guozhong",M,NA,NA
"Wang, Hongan",M,NA,NA
"Moser, Carol",F,NA,NA
"Resnick, Paul",M,5,0
"Schoenebeck, Sarita",F,1,2
"Phelan, Chanda",F,3,1
"Schoenebeck, Sarita Y.",F,NA,NA
"Bellotti, Victoria",F,2,2
"Turner, Dan",M,3,1
"Demkova, Kamila",F,2,2
"Ambard, Alexander",M,3,1
"Waterman, Amanda",F,2,2
"Tokuda, Yutaka",M,0,3
"Norasikin, Mohd Adili",M,0,3
"Plasencia, Diego Martinez",M,0,3
"Berard, Francois",M,1,3
"Louis, Thibault",M,0,1
"Carrascal, Juan Pablo",M,0,1
"Vertegaal, Roel",M,0,1
"Alakarppa, Ismo",M,2,1
"Jaakkola, Elisa",F,1,2
"Hale, Scott A.",M,1,0
"Eleta, Irene",F,0,1
"Hupfeld, Annika",F,0,1
"Foong, Eureka",F,1,2
"Dow, Steven P.",M,NA,NA
"Gerber, Elizabeth M.",F,2,4
"Pope, Vanessa C.",F,1,2
"Dawes, Robert",M,2,1
"Schweiger, Florian",M,2,1
"Sheikh, Alia",F,1,2
"Gu, Yizheng",M,0,5
"Yang, Zhican",M,0,5
"Luo, Hengliang",M,0,5
"Oogjes, Doenja",F,0,1
"Wakkary, Ron",M,1,0
"Fakourfar, Omid",M,0,1
"Le, Huyen T.",F,2,2
"Boynton, G. R.",M,3,1
"Mejova, Yelena",F,2,10
"Shafiq, Zubair",M,3,5
"Srinivasan, Padmini",F,2,6
"Kou, Yubo",M,3,0
"Pine, Kathleen H.",F,2,1
"Nelimarkka, Matti",M,0,3
"Plank, Thomas",M,0,5
"Jetter, Hans-Christian",M,0,5
"Radle, Roman",M,0,6
"Klokmose, Clemens N.",M,0,5
"Luger, Thomas",M,0,5
"Kim, Auk",M,0,2
"Kang, Sungjoon",M,0,2
"Nebeling, Michael",M,0,0
"Dombrowski, Lynn",F,2,0
"Garcia, Adriana Alvarado",F,2,0
"Despard, Jessica",F,2,0
"Alkhatib, Ali",M,1,1
"Levi, Margaret",F,0,2
"Huang, Yun",F,2,4
"Huang, Yifeng",M,2,1
"Xue, Na",F,1,2
"Krause, Markus",M,2,3
"Garncarz, Tom",M,2,3
"Song, Jiaojiao",F,1,4
"Corsten, Christian",M,0,3
"Daehlmann, Bjoern",M,0,3
"Voelker, Simon",M,0,3
"Borchers, Jan",M,0,3
"Eardley, Rachel",F,1,2
"Gill, Steve",M,2,1
"Thompson, Stephen J.",M,2,1
"Kang, Bo",M,NA,NA
", Joseph J. Laviola",NA,1,6
"Wisniewski, Pamela",F,NA,NA
"Swearngin, Amanda",F,0,2
"Ko, Andrew J.",M,1,1
"Giannisakis, Emmanouil",M,1,2
"Chevalier, Fanny",F,2,5
"Issartel, Paul",M,NA,NA
"Chandra, Priyank",M,NA,NA
"Pal, Joyojeet",M,NA,NA
"Green, David Philip",M,4,7
"Schofield, Guy",M,0,4
"Pritchard, Gary",M,0,4
"Singh, Ranjit",M,0,1
"Jackson, Steven J.",M,1,2
"Taylor, Robyn",F,2,2
"Spence, Jocelyn",F,2,2
"Walker, Brendan",M,3,1
"Nissen, Bettina",F,3,7
"Javornik, Ana",F,3,0
"Gander, Delia",F,3,0
"Moutinho, Ana",F,3,0
"Rossitto, Chiara",F,2,0
"Normark, Maria",F,2,0
"Pellicone, Anthony J.",M,0,1
"Ahn, June",M,0,1
"Jensen, Nanna",F,2,1
"Shklovski, Irina A.",F,2,1
"Munson, Sean",M,9,2
"Fan, Xiangmin",M,0,2
"Luo, Wencan",M,0,2
"Marshall, Joe",M,0,1
"Linehan, Conor",M,0,1
"Arawjo, Ian",M,0,4
"Wang, Cheng-Yao",M,0,4
"Myers, Andrew C.",M,0,4
"Guimbretiere, Francois",M,0,4
"Prabhakar, Annu Sible",F,5,1
"Guerra-Reyes, Lucia",F,5,1
"Kleinschmidt, Vanessa M.",F,5,1
"Jelen, Ben",M,6,0
"Siek, Katie A.",F,5,1
"Moignan, Effie Le",F,1,3
"Rowland, Duncan A.",M,2,2
"Mahoney, Jamie",M,2,2
"Briggs, Pam",F,2,5
"Kim, Jinyoung",F,5,2
"Mcnally, Brenna",F,4,1
"Druin, Allison",F,4,1
"Lukoff, Kai",M,2,0
"Culbertson, Heather",F,2,1
"Walker, Julie M.",F,2,1
"Raitor, Michael",M,3,0
"Yasu, Kentaro",M,0,0
"Strohmeier, Paul",M,0,1
"Rekik, Yosra",F,0,3
"Vezzoli, Eric",M,1,2
"Grisoni, Laurent",M,1,2
"Giraud, Frederic",M,1,2
"Gai, Wei",M,NA,NA
"Yang, Chenglei",M,NA,NA
"Bian, Yulong",M,NA,NA
"Shen, Chia",F,2,7
"Meng, Xiangxu",M,NA,NA
"Wang, Lu",F,2,11
"Liu, Juan",M,NA,NA
"Dong, Mingda",M,3,6
"Niu, Chengjie",F,2,7
"Lin, Cheng",M,5,8
"Mcarthur, Victoria",F,0,0
"Gaston, Jacqueline",F,0,1
"Cooper, Seth",M,1,0
"Maudet, Nolwenn",F,2,2
"Jalal, Ghita",F,2,2
"Tchernavskij, Philip",M,3,1
"Takahashi, Haruki",M,0,1
"Yang, Jackie",M,1,3
"Tanner, Kesler",F,0,4
"Follmer, Sean",M,1,3
"Petralito, Serge",M,2,2
"Bruhlmann, Florian",M,2,2
"Iten, Glena",F,1,3
"Mekler, Elisa D.",F,2,6
"Opwis, Klaus",M,2,2
"Mustafa, Maryam",F,0,4
"Guthe, Stefan",M,1,3
"Tauscher, Jan-Philipp",M,1,3
"Goesele, Michael",M,NA,NA
"Magnor, Marcus",M,1,3
"Wehbe, Rina R.",F,1,3
"Schaekermann, Mike",M,2,2
"Eiglsperger, Philipp",M,1,4
"Evain, Andeol",NA,NA,NA
"Argelaguet, Ferran",M,NA,NA
"Roussel, Nicolas",M,NA,NA
"Lecuyer, Anatole",M,NA,NA
"Bertel, Sven",M,1,1
"Kayali, Fares",M,1,1
"Malinverni, Laura",F,3,3
"Maya, Julian",M,2,1
"Schaper, Marie-Monique",F,1,2
"Pares, Narcis",M,2,1
"Feuchtner, Tiare",F,0,1
"Wilde, Danielle",F,1,1
"Vallgarda, Anna",F,1,1
"Tomico, Oscar",M,2,0
"Candau, Yves",M,NA,NA
"Pearson, Jennifer",F,0,6
"Robinson, Simon",M,1,5
"Sahoo, Deepak",M,1,5
"Mcreynolds, Emily",F,3,2
"Hubbard, Sarah",F,3,2
"Lau, Timothy",M,4,1
"Saraf, Aditya",M,4,1
"Cakmak, Maya",F,4,4
"Roesner, Franziska",F,3,2
"Kleek, Max Van",M,1,4
"Liccardi, Ilaria",F,0,5
"Binns, Reuben",M,1,4
"Weitzner, Daniel J.",M,1,4
"Shadbolt, Nigel",M,1,4
"Chen, Tianying",NA,2,0
"Sailaja, Neelima",F,0,2
"Crabtree, Andy",M,1,1
"Stenton, Phil",M,1,1
"Saksono, Herman",M,1,0
"Parker, Andrea G.",F,0,1
"Hong, Matthew K.",M,NA,NA
"Feustel, Clayton",M,NA,NA
"Agnihotri, Meeshu",NA,1,4
"Silverman, Max",M,NA,NA
"Simoneaux, Stephen F.",M,NA,NA
"Berry, Andrew B. L.",M,3,3
"Lim, Catherine",F,2,4
"Hartzler, Andrea L.",F,2,4
"Hirsch, Tad",M,3,3
"Wagner, Edward H.",M,3,3
"Ludman, Evette",F,2,4
"Ralston, James D.",M,3,3
"Birk, Max V.",M,2,2
"Patel, Tushita",F,1,3
"Krekhov, Andrey",M,1,2
"Emmerich, Katharina",F,0,3
"Babinski, Maxim",M,1,2
"Kruger, Jens",M,1,2
"Licoppe, Christian",M,2,3
"Luff, Paul K.",M,2,3
"Heath, Christian",M,2,3
"Yamashita, Naomi",F,1,4
"Tuncer, Sylvaine",F,1,4
"Otsuki, Mai",F,0,4
"Kawano, Taiki",M,1,3
"Maruyama, Keita",M,1,3
"Suzuki, Yusuke",M,1,3
"Suzuki, Keita",M,0,7
"Yokoyama, Masanori",M,0,7
"Yoshida, Shigeo",M,0,7
"Mochizuki, Takayoshi",M,0,7
"Yamada, Tomohiro",M,0,7
"Narumi, Takuji",M,0,7
"Tanikawa, Tomohiro",M,0,7
"Hirose, Michitaka",M,0,7
"Pohl, Henning",M,0,3
"Brandes, Peter",M,0,3
"Quang, Hung Ngo",M,0,3
"Gong, Jun",M,NA,NA
"Li, Lan",NA,0,3
"Yang, Xing-Dong",M,NA,NA
"Yuan, Fengpeng",M,0,2
"Gao, Xianyi",M,0,2
"Widdicks, Kelly",F,0,4
"Bates, Oliver",M,2,4
"Hazas, Mike",M,2,4
"Friday, Adrian",M,1,3
"Beresford, Alastair R.",M,1,3
"Khovanskaya, Vera",F,2,1
"Sengers, Phoebe",F,2,1
"Darrah, Charles",M,3,0
"Blythe, Mark",M,0,0
"Schlesinger, Ari",F,3,2
"Edwards, W. Keith",M,4,1
"Grinter, Rebecca E.",F,3,2
"Nguyen, Cuong",M,0,5
"Diverdi, Stephen",M,2,6
"Hertzmann, Aaron",M,0,12
"Peiris, Roshan Lalintha",M,1,3
"Peng, Wei",F,0,4
"Chen, Zikun",M,1,3
"Minamizawa, Kouta",M,1,3
"Walker, James",M,0,3
"Li, Bochao",M,0,3
"Vertanen, Keith",M,0,3
"Kuhl, Scott",M,0,3
"Boy, Jeremy",M,4,5
"Pandey, Anshul Vikram",M,1,4
"Emerson, John",M,1,4
"Satterthwaite, Margaret",F,0,5
"Nov, Oded",M,2,6
"Bertini, Enrico",M,1,4
"Dimara, Evanthia",F,1,1
"Bezerianos, Anastasia",F,1,1
"Dragicevic, Pierre",M,2,0
"Alper, Basak",F,2,2
"Sezgin, Metin",M,3,1
"Plaisant, Catherine",F,0,3
"Spring, Neil",M,1,2
"Shneiderman, Ben",M,1,2
"Shannon, Amy",F,2,2
"Sciuto, Alex",M,3,1
"Hu, Danielle",F,2,2
"Hammer, Jessica",F,2,2
"Kharrufa, Ahmed",M,2,2
"Rix, Sally",F,1,3
"Osadchiy, Timur",M,2,2
"Preston, Anne",F,4,5
"Zhu, Yeshuang",M,2,6
"Shi, Shaoyun",M,2,6
"Zhang, Yankai",M,2,6
"He, Shuang",F,1,7
"Zhao, Peijun",M,2,6
"Wauck, Helen",F,NA,NA
"Yen, Yu-Chun (Grace)",NA,2,3
"Araujo, Bruno",M,0,2
"Klamka, Konstantin",M,0,1
"Cattan, Elie",M,1,2
"Rochet-Capellan, Amelie",F,0,3
"Perrier, Pascal",M,1,2
"Fruchard, Bruno",M,0,2
"Lecolinet, Eric",M,0,4
"Chapuis, Olivier",M,0,4
"Arora, Rahul",M,0,5
"Kazi, Rubaiat Habib",M,0,5
"Singh, Karan",M,0,8
"Mcgill, Mark",M,0,2
"Rietzler, Michael",M,1,4
"Plaumann, Katrin",F,0,5
"Kranzle, Taras",M,1,4
"Erath, Marcel",M,1,4
"Stahl, Alexander",M,1,4
"Lee, Hee Rin",F,2,0
"Sabanovic, Selma",F,2,0
"Kwak, Sonya S.",F,2,0
"Henley, Austin Z.",M,1,1
"Fleming, Scott D.",M,1,1
"Luong, Maria V.",F,0,2
"Roy, Quentin",M,0,7
"Perrault, Simon T.",M,0,7
"Davis, Richard C.",M,0,7
"Vaniyar, Anuroop Pattena",M,0,7
"Vechev, Velko",M,0,7
"Lee, Youngki",M,0,7
"Misra, Archan",M,0,7
"Meurer, Johanna",F,0,3
"Boden, Alexander",M,1,2
"Guha, Mona Leigh",F,2,1
"Pitt, Caroline",F,5,1
"Lee, Kung Jin",F,5,1
"Chen, Sijin",F,5,1
"Nasu, Kari",F,5,1
"Good, Judith",F,2,1
"Zhu, Haining",M,2,0
"Luo, Yuhan",F,1,1
"Choe, Eun Kyoung",F,1,1
"Heo, Eunyoung",F,5,2
"Lee, Hyunjeong",F,5,2
"Ji, Sookyoung",F,5,2
"Choi, Jueun",F,5,2
"Kim, Jeong-Whun",M,6,1
"Lee, Joongseek",M,6,1
"Yoo, Sooyoung",F,5,2
"Mentis, Helena M.",F,5,1
"Komlodi, Anita",F,5,1
"Schrader, Katrina",F,5,1
"Phipps, Michael",M,6,0
"Gruber-Baldini, Ann",F,5,1
"Yarbrough, Karen",F,5,1
"Shulman, Lisa",F,5,1
"Dow, Andy",M,0,4
"Lowe, Toby",M,0,4
"Wilson, Rob",M,0,4
"Guo, Anhong",M,3,3
"Kim, Jeeeun",F,2,4
"Chen, Xiang 'Anthony'",F,2,4
"Yeh, Tom",M,3,3
"Kacorri, Hernisa",F,1,2
"Kitani, Kris M.",M,2,1
"Asakawa, Chieko",F,1,2
"Ii, Eugene M. Taranta",M,NA,NA
"Samiei, Amirreza",M,NA,NA
"Maghoumi, Mehran",M,NA,NA
"Khaloo, Pooya",M,NA,NA
"Pittman, Corey R.",M,NA,NA
"Billah, Syed Masum",M,NA,NA
"Ashok, Vikas",M,NA,NA
"Porter, Donald E.",M,NA,NA
"Ramakrishnan, I.v.",NA,0,3
"D'oliveira, Rafael Lucas",NA,1,2
"Grandi, Jeronimo Gustavo",NA,1,2
"Debarba, Henrique Galvan",M,NA,NA
"Nedel, Luciana",F,NA,NA
"Maciel, Anderson",M,NA,NA
"Saidi, Houssem",M,0,3
"Dubois, Emmanuel",M,0,3
"Gough, Nickolas",M,0,2
"Aoki, Paul M.",M,1,0
"Viswanathan, Anandhi",F,NA,NA
"Nazareth, Anisha",F,NA,NA
"Subramonyam, Hariharan",M,NA,NA
"Johri, Aditya",M,NA,NA
"Ackerman, Mark S.",M,NA,NA
"O'modhrain, Sile",NA,2,6
"Chen, Jay",M,1,3
"Toyama, Kentaro",M,0,2
"Kandathil, George",M,1,0
"Wagner, Erica L.",F,0,1
"Lu, Jiajun",M,1,5
"Chen, Wen",M,0,2
"Crandall, David J.",M,0,8
"Su, Norman Makoto",M,1,2
"Bennett, Cynthia L.",F,2,1
"Cutrell, Edward",M,3,0
"Peng, Yilang",M,0,0
"Jamieson, Matthew",M,NA,NA
"O'neill, Brian",NA,2,3
"Cullen, Breda",F,NA,NA
"Lennon, Marilyn",F,NA,NA
"Evans, Jonathan",M,NA,NA
"Ross, Anne Spencer",F,1,3
"Caspi, Anat",F,1,3
"Li, Toby Jia-Jun",M,0,2
"Azaria, Amos",M,0,2
"Myers, Brad A.",M,0,2
"Ahmed, Alex A.",F,0,1
"Goodwin, Matthew S.",M,1,0
"Findlater, Leah",F,3,1
"Moffatt, Karyn",F,3,1
"Malu, Meethu",F,3,1
"Zhang, Joan",F,3,1
"Muntean, Reese",F,3,2
"Matkin, Brendan",M,4,1
"Hennessy, Kate",F,3,2
"Rowley, Susan",F,3,2
"Wilson, Jordan",M,4,1
"Carter, Marcus",M,2,3
"Sherwen, Sally",F,1,4
"Cheon, Eunjeong",F,0,1
"Mcgookin, David",M,1,4
"Tahiroalu, Koray",M,1,4
"Vaittinen, Tuomas",M,1,4
"Kyto, Mikko",M,1,4
"Monastero, Beatrice",F,0,5
"Vasquez, Juan Carlos",M,1,4
"Yin, Kodlee",NA,3,0
"Aragon, Cecilia",F,NA,NA
"Evans, Sarah",F,NA,NA
"Torres, Cesar",M,NA,NA
"O'leary, Jasper",NA,1,2
"Nicholas, Molly",F,NA,NA
"Paulos, Eric",M,NA,NA
"Wang, Wen",M,1,8
"Yao, Lining",F,0,5
"Zhang, Teng",M,1,5
"Cheng, Chin-Yi",M,1,4
"Levine, Daniel",M,1,4
"Pfeiffer, Max",M,1,3
"Rector, Kyle",M,5,1
"Profita, Halley",F,4,2
"Stangl, Abigale J.",F,4,2
"Zolyomi, Annuska",F,4,2
"Kane, Shaun K.",M,5,1
"Molapo, Maletsabisa",F,1,1
"Densmore, Melissa",F,1,1
"Simpson, Emma",F,1,3
"Jenkins, Ed Ian",M,2,2
"Parry-Hill, Jeremiah",M,1,2
"Shih, Patrick C.",M,1,2
"Foong, Pin Sym",F,1,2
"Carlson, Kelsey",F,1,2
"Mikami, Hiroaki",M,0,2
"Sakamoto, Daisuke",M,0,4
"Igarashi, Takeo",M,0,4
"Chen, Yan",F,NA,NA
"Lee, Sang Won",M,NA,NA
"Xie, Yin",NA,1,4
"Yang, Yiwei",M,NA,NA
"Lasecki, Walter S.",M,NA,NA
"Oney, Steve",M,NA,NA
"Ragavan, Sruti Srinivasa",F,2,4
"Pandya, Bhargav",M,3,3
"Piorkowski, David",M,3,3
"Hill, Charles",M,3,3
"Kuttal, Sandeep Kaur",M,3,3
"Sarma, Anita",F,7,8
"Burnett, Margaret",F,5,6
"D'angelo, Sarah",NA,0,1
"Begel, Andrew",M,NA,NA
"Baumer, Eric P. S.",M,0,1
"Brubaker, Jed R.",M,0,1
"Bowen, Simon",M,0,3
"Hook, Jonathan",M,0,3
"Jacobs, Jennifer",F,NA,NA
"Gogia, Sumit",M,NA,NA
"Mech, Radomir",NA,NA,NA
"Brandt, Joel R.",M,NA,NA
"Ren, Ruqin",F,1,0
"Yan, Bei",F,1,0
"Hall, Andrew",M,2,6
"Mcroberts, Sarah",F,1,7
"Lin, Yilun",M,1,5
"Sen, Shilad",M,1,5
"Terveen, Loren",M,1,5
"Yang, Diyi",F,0,2
"Kraut, Robert",M,1,1
"Levine, John M.",M,1,1
"Foote, Jeremy",M,0,2
"Shaw, Aaron",M,0,2
"Balestra, Martina",F,0,3
"Cheshire, Coye",M,1,2
"Arazy, Ofer",M,1,2
"Nassir, Soud",NA,0,1
"Leong, Tuck Wah",M,NA,NA
"Durrant, Abigail",F,2,6
"Kirk, David",M,3,5
"Pisanty, Diego Trujillo",M,3,5
"Moncur, Wendy",F,2,6
"Orzech, Kathryn",F,2,6
"Monk, Andrew",M,3,5
"Oliveira, Daniela",F,4,5
"Rocha, Harold",M,5,4
"Yang, Huizi",F,4,5
"Ellis, Donovan",M,5,4
"Dommaraju, Sandeep",M,5,4
"Muradoglu, Melis",F,4,5
"Weir, Devon",M,5,4
"Soliman, Adam",M,5,4
"Lin, Tian",F,4,5
"Ebner, Natalie",F,4,5
"Mcneill, Andrew R.",M,2,1
"Coventry, Lynne",F,1,2
"Pywell, Jake",M,2,1
"Kasahara, Shunichi",M,3,4
"Konno, Keina",F,2,5
"Owaki, Richi",M,3,4
"Nishi, Tsubasa",M,3,4
"Takeshita, Akiko",F,2,5
"Ito, Takayuki",M,3,4
"Kasuga, Shoko",F,2,5
"Ushiba, Junichi",M,3,4
"Krogh, Peter Gall",M,NA,NA
"Petersen, Marianne Graves",F,NA,NA
"O'hara, Kenton",NA,2,7
"Groenbaek, Jens Emil",M,NA,NA
"Taylor, Jennyfer Lawrence",F,2,2
"Soro, Alessandro",M,4,1
"Roe, Paul",M,4,1
"Hong, Anita Lee",F,2,2
"Brereton, Margot",F,3,2
"Grusky, Max",M,1,4
"Jahani, Jeiran",F,0,5
"Schwartz, Josh",M,1,4
"Valente, Dan",M,1,4
"Artzi, Yoav",M,1,4
"Muller, Jens",M,0,2
"Jabbar, Karim",M,1,0
"Bjorn, Pernille",F,0,1
"Sas, Corina",F,1,0
"Khairuddin, Irni Eliana",F,1,0
"Jack, Margaret",F,0,2
"Ng, Sarah",F,1,1
"Higuchi, Keita",M,0,2
"Yonetani, Ryo",M,0,2
"Sato, Yoichi",M,0,4
"Mohr, Peter",M,0,5
"Mandl, David",M,0,5
"Tatzgern, Markus",M,0,5
"Veas, Eduardo",M,0,5
"Schmalstieg, Dieter",M,0,5
"Kalkofen, Denis",M,0,5
"Kurzhals, Kuno",M,1,3
"Cetinkaya, Emine",F,0,4
"Hu, Yongtao",M,1,3
"Weiskopf, Daniel",M,1,3
"Ilisescu, Corneliu",M,0,4
"Kanaci, Halil Aytac",M,0,4
"Romagnoli, Matteo",M,0,4
"Campbell, Neill D. F.",M,0,4
"Brostow, Gabriel J.",M,0,7
"Piya, Cecil",M,0,4
"-, Vinayak",M,0,4
"Chandrasegaran, Senthil",M,0,4
"Khot, Rohit Ashok",M,2,2
"Pennings, Ryan",M,2,2
"Hjorth, Larissa",F,1,3
"Paay, Jeni",F,0,5
"Raptis, Dimitrios",M,1,4
"Kjeldskov, Jesper",M,1,4
"Skov, Mikael B.",M,1,4
"Ruder, Eric V.",M,1,4
"Lauridsen, Bjarke M.",M,1,4
"Otterbacher, Jahna",F,1,1
"Bates, Jo",F,1,1
"Clough, Paul",M,2,0
"Ambe, Aloha Hufana",F,1,2
"Taylor, Samuel Hardman",M,0,2
"Hutson, Jevan Alexander",M,0,2
"Alicea, Tyler Richard",M,0,2
"Hill, Charles G.",M,5,1
"Haag, Maren",F,4,2
"Oleson, Alannah",F,4,2
"Mendez, Chris",M,5,1
"Marsden, Nicola",F,4,2
"Hanafi, Maeda F.",F,3,0
"Abouzied, Azza",F,3,0
"Chiticariu, Laura",F,3,0
"Li, Yunyao",F,3,0
"Wang, Anqi",F,2,4
"Jin, Yanfeng",M,3,3
"Chang, Christie",F,2,4
"Ramos, Julian",M,3,3
"Dey, Anind",M,3,3
"Xie, Jun",M,0,3
"Winnemoller, Holger",M,0,3
"Li, Wilmot",M,1,6
"Schiller, Stephen",M,2,9
"Jung, Daekyoung",M,2,4
"Kim, Wonjae",M,2,4
"Song, Hyunjoo",M,2,4
"Hwang, Jeong-In",M,2,4
"Kim, Bohyoung",F,1,5
"Avellino, Ignacio",M,1,2
"Fleury, Cedric",M,1,2
"Palanque, Philippe",M,3,4
"Deleris, Yannick",M,3,4
"Trask, Catherine",F,2,5
"Yung, Marcus",M,3,4
"Maclean, Karon",F,2,5
"Dierk, Christine",F,NA,NA
"Galvez, Tomas Vega",NA,1,1
"Wallace, James R.",M,1,1
"Weingarten, Ariel",F,0,2
"Chang, Victoria",F,1,1
"Chundury, Pramod",M,2,0
"Chetty, Marshini",F,1,1
"Yao, Yaxing",M,2,1
"Xia, Huichuan",F,1,2
"E, Jane L.",F,2,1
"E, Ilene L.",F,2,1
"Oliveira, Nigini",M,2,0
"Jun, Eunice",F,1,1
"Pandey, Vineet",M,2,4
"Amir, Amnon",M,2,4
"Debelius, Justine",F,1,5
"Hyde, Embriette R.",F,1,5
"Kosciolek, Tomasz",M,2,4
"Knight, Rob",M,2,4
"Lee, Jisoo",NA,1,4
"Kay, Matthew",M,NA,NA
"Buman, Matthew",M,NA,NA
