name,gs_email,gender,country,sector,npubs,hindex,hindex5y,i10index,i10index5y,citedby,s2npubs
"Vigfusson, Ymir",@ru.is,M,US,EDU,57,12,10,15,10,445,49
"Viglas, Stratis",@inf.ed.ac.uk,M,UK,EDU,63,15,13,24,19,3239,53
"Vigna, Giovanni",@cs.ucsb.edu,M,US,EDU,291,66,53,157,128,19120,296
"Vij, Mona",,F,,,,,,,,,10
"Vijayakumar, Hayawardh",@samsung.com,M,,COM,23,9,9,8,7,314,21
"Vijayaraghavan, Muralidaran",@csail.mit.edu,M,US,EDU,27,9,8,8,6,256,22
"Vijaykumar, Nandita",@cmu.edu,F,US,EDU,9,5,5,3,3,62,14
"Vijaykumar, T. N.",@ecn.purdue.edu,M,US,EDU,168,45,31,78,66,9817,106
"Vilanova, LluíS",@ac.upc.edu,M,ES,EDU,15,7,7,5,5,293,16
"Vilaça, Ricardo",@di.uminho.pt,M,,COM,38,7,6,7,4,182,27
"Vilhuber, Lars",@cornell.edu,M,US,EDU,119,14,10,18,11,1113,33
"Vilk, John",@cs.umass.edu,M,US,EDU,7,2,2,0,0,15,9
"Villa, Oreste",@nvidia.com,M,,COM,92,21,19,34,31,1277,68
"Villar, Massimo",,M,,,,,,,,,
"Villegas, Alejandro",,M,ES,EDU,,,,,,,13
"Vinay, Vishwa",@adobe.com,M,,COM,35,10,8,11,7,433,
"Vinayachandran, P. N.",@caos.iisc.ernet.in,,IN,GOV,81,29,25,41,39,6577,10
"Vinayagamurthy, Dhinakaran",@uwaterloo.ca,M,CA,EDU,10,5,5,4,4,197,14
"Vinju, Jurgen",@vinju.org,M,NL,GOV,90,18,13,32,22,1881,
"Vinter, Brian",,M,DK,EDU,,,,,,,90
"Viscomi, Brendan",,M,,COM,,,,,,,1
"Vishkin, Uzi",@umd.edu,M,US,EDU,249,55,24,125,57,11535,
"Vishnoi, Nisheeth",,M,CH,EDU,107,20,17,30,24,1517,98
"Vishnu, Abhinav",@pnnl.gov,M,US,GOV,119,19,15,34,23,1088,91
"Vishwanath, Venkatram",@anl.gov,M,US,GOV,128,19,16,32,24,1335,95
"Visser, Eelco",@tudelft.nl,M,NL,EDU,227,45,30,106,68,7580,182
"Vissers, Thomas",@cs.kuleuven.be,M,BE,EDU,7,4,4,4,4,105,13
"Vissicchio, Stefano",@ucl.ac.uk,M,UK,EDU,50,15,15,19,18,650,50
"Viswanath, Bimal",@cs.ucsb.edu,M,US,EDU,18,13,13,14,14,2652,30
"Viswanath, Pramod",@illinois.edu,M,US,EDU,189,36,26,67,53,19288,151
"Viswanath, T. V. S.",,,,,,,,,,,3
"Viswanathan, Mahesh",@illinois.edu,M,US,EDU,204,31,23,65,48,3959,111
"Vitek, Jan",@neu.edu,M,US,EDU,196,46,28,105,58,6523,316
"Vitenberg, Roman",,M,,,,,,,,,
"Vivien, Frédéric",@inria.fr,M,FR,EDU,170,26,17,61,33,2659,116
"Vlachos, Evangelos",,M,US,COM,,,,,,,31
"Vlachos, Georgios",@mit.edu,M,US,EDU,4,2,2,1,1,35,36
"Vlachos, Michail",,M,CH,COM,,,,,,,98
"Vlothuizen, W. J.",,,,,,,,,,,5
"Vo, Bao",,M,,,,,,,,,99
"Voelker, Geoffrey M.",@cs.ucsd.edu,M,US,EDU,199,66,49,117,103,18348,165
"Voelter, Markus",@acm.org,M,,,209,35,26,75,52,6870,130
"Vogel, Thomas",@msu.edu,M,DE,EDU,137,27,14,61,19,2447,35
"Vogelstein, Joshua T.",@jhu.edu,M,US,EDU,92,21,21,33,33,2497,95
"Voigt, Hannes",@tu-dresden.de,M,DE,EDU,38,5,5,1,1,79,51
"Voinescu, Andrei",@cs.pub.ro,M,RO,EDU,12,6,6,2,2,75,13
"Vojnovic, Milan",@microsoft.com,M,,COM,126,28,22,48,38,3987,
"Volchkov, Yuri",,M,DE,COM,,,,,,,1
"Volckaert, Stijn",@uci.edu,M,US,EDU,11,4,4,2,2,63,12
"Vollmer, Michael",@indiana.edu,M,,COM,3,1,1,0,0,1,43
"Volos, Haris",@cs.wisc.edu,M,US,COM,25,13,11,15,13,1250,18
"Vooturi, Dharma Teja",,M,IN,EDU,,,,,,,3
"Vora, Keval",@cs.ucr.edu,M,US,EDU,11,3,3,2,2,71,14
"Voron, Gauthier",@lip6.fr,M,FR,GOV,2,1,1,0,0,1,1
"Votke, Scott",,M,US,EDU,,,,,,,1
"Vreeken, Jilles",@mpi-inf.mpg.de,M,DE,GOV,127,24,22,44,39,2185,124
"Vrgoc, Domagoj",@ing.puc.cl,M,CL,EDU,30,8,8,8,7,273,29
"Vries, Arjen De",@cs.ru.nl,M,NL,EDU,380,42,28,126,70,6412,
"Vries, Wouter De",@wouter-web.nl,M,NL,EDU,7,2,2,1,1,16,10
"Vu, Tam",@colorado.edu,M,US,EDU,71,15,15,17,17,759,4
"Vucetic, Slobodan",@temple.edu,M,US,EDU,127,30,25,58,46,5408,
"Vuduc, Richard",@cc.gatech.edu,M,US,EDU,138,32,26,56,46,4947,119
"Vulimiri, Ashish",@illinois.edu,M,US,EDU,14,8,8,7,7,309,12
"Vullikanti, Anil Kumar",@vt.edu,M,US,EDU,181,31,26,73,60,5988,72
"Vusirikala, Satyanarayana",@cs.utexas.edu,M,US,EDU,2,1,1,0,0,3,3
"Vytiniotis, Dimitrios",@microsoft.com,M,,COM,84,19,16,25,23,1779,68
"Wagh, Sameer",,M,US,EDU,,,,,,,7
"Wagner, David",@taverner.cs.berkeley.edu,M,US,EDU,,,,,,,249
"Wagner, Dorothea",@kit.edu,F,US,EDU,348,50,38,124,91,10251,328
"Wagner, James",,M,,,,,,,,,36
"Wagner, Luke",,M,,COM,,,,,,,6
"Wagstaff, Harry",@sms.ed.ac.uk,M,UK,EDU,8,3,3,1,1,29,12
"Wahby, Riad S.",,M,US,EDU,,,,,,,13
"Wahib, Mohamed",@acm.org,M,,,40,8,8,7,6,243,
"Waidner, Michael",@sit.tu-darmstadt.de,M,DE,EDU,289,56,29,124,62,13409,152
"Waisbard, Erez",,M,,COM,,,,,,,8
"Wajahat, Muhammad",@cs.stonybrook.edu,M,US,EDU,4,0,0,0,0,0,8
"Waldspurger, Carl",@waldspurger.org,M,,COM,159,43,30,70,55,8901,41
"Walenz, Brett",,M,US,EDU,,,,,,,13
"Walfish, Michael",@cs.nyu.edu,M,US,EDU,61,22,19,28,24,2472,70
"Walid, Anwar",,M,,,,,,,,,78
"Walker, David",@cs.princeton.edu,M,US,EDU,165,45,31,87,68,8997,391
"Walker, Peter",@mail.mil,M,US,GOV,44,6,6,4,4,158,70
"Walkingshaw, Eric",@eecs.oregonstate.edu,M,US,EDU,40,10,10,12,11,410,
"Walkley, Mark A.",,M,UK,EDU,,,,,,,9
"Wallach, Dan",@cs.rice.edu,M,US,EDU,186,46,30,85,63,10074,
"Wallom, David",@oerc.ox.ac.uk,M,UK,EDU,139,24,14,38,21,5823,
"Walls, Melvin",@eecs.berkeley.edu,M,US,EDU,3,2,2,1,1,24,4
"Walter, Marie-Therese",,F,DE,EDU,,,,,,,2
"Walter, Richard",,M,,,,,,,,,44
"Walton, Amy",,F,,,,,,,,,
"Walulya, Ivan",@chalmers.se,M,SE,EDU,10,3,3,0,0,19,14
"Wan, Bo",@mail.iggcas.ac.cn,M,CN,EDU,71,25,24,39,39,1831,174
"Wan, Jiguang",,M,CN,EDU,,,,,,,43
"Wan, Lipeng",@ornl.gov,M,US,GOV,15,3,3,0,0,23,24
"Wang, An-I Andy",@cs.fsu.edu,M,US,EDU,55,17,13,20,14,1144,
"Wang, Anran",@cs.washington.edu,M,US,EDU,5,3,3,2,2,55,10
"Wang, Aosen",@buffalo.edu,M,US,EDU,23,5,5,0,0,59,30
"Wang, Benyou",@tencent.com,M,CN,EDU,8,2,2,0,0,8,12
"Wang, Bin",@iie.ac.cn,M,CN,EDU,116,19,14,38,22,1473,
"Wang, Binfeng",,M,,COM,,,,,,,12
"Wang, Binghui",,M,US,EDU,,,,,,,46
"Wang, Bolun",@cs.ucsb.edu,M,US,EDU,9,5,5,4,4,108,18
"Wang, Bow-Yaw",,M,TW,EDU,,,,,,,85
"Wang, Brandon",@pixar.com,M,,COM,11,4,4,4,4,100,11
"Wang, Can",@zju.edu.cn,M,CN,EDU,37,18,15,24,22,1355,
"Wang, Chao",@usc.edu,M,US,EDU,97,26,21,53,43,1884,1545
"Wang, Chao",@ornl.gov,M,US,GOV,21,10,8,11,8,500,1545
"Wang, Chao",@mail.ustc.edu.cn,M,CN,EDU,131,13,12,19,18,539,1545
"Wang, Chaoran",@illinois.edu,M,US,EDU,1,1,1,0,0,2,25
"Wang, Chen",,M,,,,,,,,,1116
"Wang, Chen",@winlab.rutgers.edu,M,US,EDU,13,4,4,3,3,84,1116
"Wang, Cheng",,M,HK,EDU,,,,,,,941
"Wang, Chenglong",,M,US,EDU,,,,,,,111
"Wang, Chengwei",@research.att.com,M,US,COM,32,12,11,12,12,614,
"Wang, Chi",@microsoft.com,M,,COM,54,21,20,32,31,3342,171
"Wang, Chuan-Ju",@citi.sinica.edu.tw,F,TW,EDU,24,5,5,2,1,67,22
"Wang, Chundong",@sutd.edu.sg,M,SG,EDU,19,7,7,7,7,193,18
"Wang, Cliff",,M,,,,,,,,,
"Wang, Daisy Zhe",@cise.ufl.edu,F,US,EDU,43,11,11,11,11,1264,
"Wang, Dashun",@kellogg.northwestern.edu,M,US,EDU,37,11,11,11,11,1301,
"Wang, Dawei",,,,,,,,,,,258
"Wang, De",,M,,,,,,,,,
"Wang, Di",@microsoft.com,M,,COM,35,10,10,10,10,561,487
"Wang, Di",@cs.cmu.edu,M,US,EDU,2,1,1,0,0,3,487
"Wang, Dong",@nd.edu,M,US,EDU,78,20,17,26,24,1011,
"Wang, Fang",,F,CN,EDU,,,,,,,1263
"Wang, Fei",@med.cornell.edu,M,US,EDU,245,38,35,111,103,5086,221
"Wang, Fei-Yue",,M,,,,,,,,,
"Wang, Feiyi",@ornl.gov,M,US,GOV,53,21,16,31,24,1498,61
"Wang, Feng",,M,,COM,,,,,,,1568
"Wang, Frank",@mit.edu,M,US,EDU,12,7,6,4,4,298,189
"Wang, Guan",@nextev.com,M,,COM,16,10,9,10,9,624,
"Wang, Guangtao",@umich.edu,M,US,EDU,18,4,4,4,4,425,29
"Wang, Haining",@udel.edu,M,US,EDU,161,37,29,78,63,6231,295
"Wang, Haitao",,M,,,,,,,,,52
"Wang, Haixun",@google.com,M,,COM,478,53,44,167,130,13375,
"Wang, Han",@barefootnetworks.com,M,,COM,15,7,6,6,5,107,
"Wang, Hao",@rpi.edu,M,US,EDU,19,4,4,1,1,45,1009
"Wang, Hao",@nju.edu.cn,M,CN,EDU,22,7,6,5,5,285,1009
"Wang, Hao",@vt.edu,M,US,EDU,43,16,16,22,21,971,59
"Wang, Hao",@ece.utoronto.ca,M,CA,EDU,6,4,4,3,3,112,1009
"Wang, Hao",@alibaba-inc.com,M,,COM,62,13,13,17,16,711,1009
"Wang, Haoyu",@virginia.edu,M,US,EDU,8,4,4,1,1,32,138
"Wang, He",@purdue.edu,M,US,EDU,17,15,15,16,15,1742,1246
"Wang, Hongning",@uthscsa.edu,M,US,EDU,6,5,5,5,5,295,126
"Wang, Hua",,,CN,EDU,,,,,,,1206
"Wang, Huaimin",,M,CN,EDU,,,,,,,253
"Wang, Huangxin",@gmu.edu,F,US,EDU,11,3,3,2,2,100,
"Wang, Hui",,M,,,,,,,,,
"Wang, Hui",@buaa.edu.cn,M,CN,EDU,6,3,3,1,1,33,2042
"Wang, Jason T. L.",@njit.edu,M,US,EDU,3000,73,58,867,583,34926,
"Wang, Ji",,M,SG,EDU,,,,,,,771
"Wang, Jia1",@illinois.edu,M,US,EDU,5,3,3,2,2,147,828
"Wang, Jia2",@research.att.com,F,US,COM,234,47,33,83,71,9868,
"Wang, Jiajun",@utexas.edu,F,US,EDU,6,1,1,0,0,2,175
"Wang, Jian",@linkedin.com,F,US,COM,13,8,7,7,7,290,
"Wang, Jianguo",,M,US,EDU,,,,,,,67
"Wang, Jiannan",@sfu.ca,M,CA,EDU,35,18,17,23,22,1290,
"Wang, Jianwu",@umbc.edu,M,US,EDU,61,15,12,25,15,763,
"Wang, Jianyong",@tsinghua.edu.cn,M,CN,EDU,137,43,36,83,61,11139,
"Wang, Jie",@g.ucla.edu,M,US,EDU,5,3,3,1,1,45,1321
"Wang, Jie",@umich.edu,M,US,EDU,21,11,10,11,10,587,1321
"Wang, Jing",,F,CN,EDU,,,,,,,2881
"Wang, Jingcheng",,M,US,EDU,,,,,,,187
"Wang, Jingjing",@cs.washington.edu,F,US,EDU,5,3,3,3,3,156,443
"Wang, Jonathan",,M,,,,,,,,,33
"Wang, Ju",@nwu.edu.cn,M,CN,EDU,5,4,4,4,4,119,333
"Wang, Jun",@huawei.com,M,,COM,24,7,6,5,4,204,2156
"Wang, Jun",@cs.ucl.ac.uk,M,UK,EDU,142,30,25,60,50,4192,476
"Wang, Junchao",,M,NL,EDU,,,,,,,32
"Wang, Junjie",@e.ntu.edu.sg,M,SG,EDU,4,3,3,1,1,41,87
"Wang, Kai",@uci.edu,M,US,EDU,4,4,4,3,2,53,1272
"Wang, Kai",,M,,,,,,,,,1272
"Wang, Ke",@cs.sfu.ca,M,CA,EDU,245,54,37,121,96,11426,
"Wang, Kefei",,,CN,EDU,,,,,,,46
"Wang, Kewen",,M,US,EDU,207,21,17,45,32,4515,137
"Wang, Kuang-Ching",@clemson.edu,M,US,EDU,88,16,12,24,14,1417,61
"Wang, Kun",,M,CN,EDU,,,,,,,793
"Wang, Liang",,M,,,,,,,,,988
"Wang, Lidan",,F,,,,,,,,,
"Wang, Limin",,M,,COM,,,,,,,341
"Wang, Lingyu",@ciise.concordia.ca,M,CA,EDU,162,26,21,52,41,3205,107
"Wang, Liqiang",@cs.ucf.edu,M,US,EDU,105,20,18,29,25,1354,198
"Wang, Longfei",,,US,EDU,,,,,,,78
"Wang, Lu",@umich.edu,F,US,EDU,65,18,18,25,25,1079,1238
"Wang, Luhao",@usc.edu,M,US,EDU,14,4,4,2,2,227,14
"Wang, Meng",,M,US,EDU,,,,,,,867
"Wang, Moyang",,M,US,EDU,,,,,,,5
"Wang, Ningyuan",,M,,,,,,,,,31
"Wang, Paul",,M,,,,,,,,,136
"Wang, Peng",@indiana.edu,M,US,EDU,9,5,5,4,4,251,1640
"Wang, Peng",@csail.mit.edu,M,US,EDU,10,5,5,3,3,79,1640
"Wang, Pengfei",,M,,,,,,,,,278
"Wang, Qian",,,,COM,,,,,,,1478
"Wang, Qing",,F,,,,,,,,,1361
"Wang, Qing",@imdea.org,F,ES,EDU,24,10,10,10,10,1283,1361
"Wang, Qingyang",@csc.lsu.edu,M,US,EDU,34,13,13,13,13,436,94
"Wang, Quan",@iie.ac.cn,F,CN,EDU,21,9,9,9,9,314,
"Wang, Rui",,M,HK,EDU,,,,,,,349
"Wang, Rujia",@pitt.edu,F,US,EDU,5,3,3,1,1,24,13
"Wang, Ruowen",@ncsu.edu,M,US,EDU,7,4,4,4,4,92,24
"Wang, Ruoyu",@cs.ucsb.edu,M,US,EDU,5,4,4,4,4,79,120
"Wang, Shen",@uic.edu,M,US,EDU,6,3,3,1,1,24,229
"Wang, Shiguang",@illinois.edu,M,US,EDU,43,14,14,21,21,813,41
"Wang, Shiqi",,M,CN,EDU,,,,,,,173
"Wang, Shuaiqiang",@jd.com,M,,COM,65,10,10,13,12,330,
"Wang, Shuliang",,M,CN,EDU,,,,,,,78
"Wang, Sibo",@uq.edu.au,M,AU,EDU,7,4,4,4,4,59,12
"Wang, Sinong",@osu.edu,M,US,EDU,12,5,5,3,3,89,20
"Wang, Stephanie",,F,US,EDU,,,,,,,51
"Wang, Suhang",@asu.edu,M,US,EDU,30,8,8,6,6,237,46
"Wang, Tao",,M,CN,EDU,,,,,,,1852
"Wang, Teng",@lbl.gov,M,US,EDU,18,7,7,7,7,168,154
"Wang, Tiancong",,M,US,EDU,,,,,,,11
"Wang, Ting",@cse.lehigh.edu,M,US,EDU,46,15,13,17,15,1016,
"Wang, Ting-Hsiang",,M,TW,EDU,,,,,,,1
"Wang, Walter",,M,,,,,,,,,10
"Wang, Wei1",@cs.ucla.edu,F,US,EDU,450,46,35,139,100,10851,
"Wang, Wei2",@utsa.edu,M,US,EDU,20,9,9,9,8,218,4009
"Wang, Weiren",,M,,,,,,,,,11
"Wang, Weiwei",,M,,,,,,,,,58
"Wang, Weiyi",,,,,,,,,,,104
"Wang, Wenhao1",@utdallas.edu,M,US,EDU,5,3,3,0,0,14,68
"Wang, Wenhao2",@iie.ac.cn,M,CN,EDU,12,4,4,1,1,39,68
"Wang, Wenwen",@cs.umn.edu,M,US,EDU,10,2,2,0,0,14,
"Wang, Xi1",@cs.washington.edu,M,US,EDU,28,14,13,15,15,1047,761
"Wang, Xi2",,F,,,,,,,,,761
"Wang, Xiang",@google.com,M,,COM,29,12,12,16,16,707,
"Wang, Xiang",@u.nus.edu,M,US,EDU,7,5,5,3,3,64,678
"Wang, Xiao",@childrens.harvard.edu,M,US,EDU,4,2,2,0,0,13,130
"Wang, Xiao",@cs.umd.edu,M,US,EDU,15,8,8,7,7,452,167
"Wang, Xiaochuan",,,,COM,,,,,,,82
"Wang, Xiaodong",@cornell.edu,M,US,EDU,5,3,3,2,2,51,888
"Wang, Xiaofeng",,M,US,EDU,50,31,30,49,46,4036,339
"Wang, Xiaoguang",,M,,COM,,,,,,,257
"Wang, Xiaoke",,M,HK,EDU,,,,,,,164
"Wang, Xiaolan",,F,US,EDU,41,7,6,6,5,519,143
"Wang, Xiaoping",,M,CN,EDU,,,,,,,405
"Wang, Xiaorui",@ece.osu.edu,M,US,EDU,941,37,33,81,68,6799,252
"Wang, Xin1",@berkeley.edu,F,US,EDU,4,2,2,1,1,14,2459
"Wang, Xin2",@fudan.edu.cn,M,CN,EDU,88,16,9,25,9,853,2459
"Wang, Xin3",,M,,,,,,,,,2459
"Wang, Xin4",,F,,,,,,,,,2459
"Wang, Xin5",,M,,,,,,,,,2459
"Wang, Xingwei",,,CN,EDU,,,,,,,455
"Wang, Xinliang",,M,,,,,,,,,49
"Wang, Xinran",,F,,,,,,,,,141
"Wang, Xinyu",,M,,,,,,,,,533
"Wang, Xuanhui",,M,,,,,,,,,
"Wang, Xueqiang",,M,US,EDU,8,3,3,3,3,112,45
"Wang, Yandong",@us.ibm.com,M,US,COM,20,12,12,14,14,467,126
"Wang, Yang",,M,,,,,,,,,1705
"Wang, Yang",@cse.unsw.edu.au,M,AU,EDU,43,14,14,17,17,436,1705
"Wang, Yangzihao",@google.com,M,US,EDU,14,5,5,2,2,95,10
"Wang, Yanzhi",@syr.edu,M,US,EDU,855,21,21,50,50,2160,256
"Wang, Yao",@cornell.edu,M,US,EDU,8,3,3,3,3,98,657
"Wang, Yaqing",,F,US,EDU,,,,,,,48
"Wang, Yi",,M,,,,,,,,,1970
"Wang, Yida",@intel.com,M,,COM,13,6,6,3,3,281,38
"Wang, Yidan",,F,AU,EDU,,,,,,,63
"Wang, Yifan",,M,CN,EDU,,,,,,,236
"Wang, Yilei",@ldu.edu.cn,,UK,EDU,36,5,5,1,1,78,140
"Wang, Ying",,M,CN,EDU,,,,,,,2592
"Wang, Yingrui",,F,CN,EDU,,,,,,,13
"Wang, Yipeng",@ncsu.edu,M,US,EDU,5,2,2,0,0,5,220
"Wang, Yizhen",,M,US,EDU,,,,,,,103
"Wang, Yong",@cse.ust.hk,M,HK,EDU,10,4,4,3,3,47,277
"Wang, Yongqiang",,,CN,EDU,,,,,,,325
"Wang, Youshi",@ict.ac.cn,M,CN,EDU,4,2,2,0,0,9,9
"Wang, Yu",,,CN,EDU,,,,,,,1816
"Wang, Yue",@microsoft.com,M,,COM,7,3,3,2,2,60,1263
"Wang, Yue",@umich.edu,M,US,EDU,8,4,4,3,3,64,
"Wang, Yuepeng",@csail.mit.edu,M,US,EDU,9,4,4,1,1,42,11
"Wang, Yuewu",,,CN,EDU,,,,,,,31
"Wang, Yuexuan",,F,,,,,,,,,93
"Wang, Yushi",,M,CA,EDU,,,,,,,37
"Wang, Yushun",,M,CA,EDU,,,,,,,51
"Wang, Zhaoguo",,M,US,EDU,7,5,5,4,4,122,17
"Wang, Zhaowen",@adobe.com,M,,COM,43,14,14,15,15,1216,87
"Wang, Zhe1",@intel.com,F,,COM,22,6,5,4,4,155,930
"Wang, Zhe2",,M,,,,,,,,,930
"Wang, Zheng",@lancaster.ac.uk,M,UK,EDU,64,13,11,13,12,851,68
"Wang, Zhengyu",,M,US,EDU,,,,,,,80
"Wang, Zhenning",@sjtu.edu.cn,M,CN,EDU,4,4,4,1,1,29,215
"Wang, Zhenyu",,M,CN,EDU,,,,,,,533
"Wang, Zhi",@cs.fsu.edu,M,US,EDU,23,18,18,20,20,2803,
"Wang, Zhigang",,M,,,,,,,,,366
"Wang, Zhiliang",,,CN,EDU,,,,,,,380
"Wang, Zhiyi",,M,CN,EDU,,,,,,,80
"Wang, Zhiying",,F,CN,EDU,27,10,10,11,11,546,290
"Wang, Zhongjie",,M,US,EDU,,,,,,,159
"Wang, Zihao",,,HK,EDU,,,,,,,89
"Wang, Zijun",,F,NG,COM,,,,,,,71
"Wang, Ziqi",@pku.edu.cn,M,CN,EDU,2860,44,37,540,371,17198,51
"Ward, Lee",@sandia.gov,M,US,GOV,86,18,15,27,18,1026,41
"Wardi, Yorai",,M,US,EDU,,,,,,,91
"Warfel, Thomas",,M,US,GOV,,,,,,,7
"Warfield, Andrew",@cs.ubc.ca,M,,COM,83,24,21,35,32,14234,66
"Warinschi, Bogdan",@cs.bris.ac.uk,M,UK,EDU,105,30,23,51,47,3374,86
"Warnow, Tandy",,F,,,,,,,,,
"Warrior, Marc Anthony",,M,US,EDU,,,,,,,2
"Warszawski, Todd",,M,,,,,,,,,2
"Warth, Alessandro",@ycr.org,M,US,COM,25,10,8,11,7,422,50
"Wasay, Abdul",@g.harvard.edu,M,US,EDU,2,1,1,1,1,11,7
"Washio, Takashi",,M,,,,,,,,,
"Waston, Robert N. M.",@cl.cam.ac.uk,M,UK,EDU,70,20,17,28,22,1956,60
"Watkins, Noah",@soe.ucsc.edu,M,US,EDU,19,5,4,2,2,156,28
"Watkinson, Neftali",@uci.edu,M,US,EDU,1,0,0,0,0,0,2
"Watson, Robert N. M.",@cl.cam.ac.uk,M,UK,EDU,70,20,17,28,23,2004,60
"Wattenhofer, Roger",@ethz.ch,M,CH,EDU,493,72,51,205,152,19996,
"Watts, Philip M.",@ucl.ac.uk,M,UK,EDU,71,15,9,16,9,852,1
"Watzman, Adi",,F,IL,EDU,,,,,,,1
"Waye, Lucas",@tivo.com,M,US,EDU,8,3,3,2,2,153,12
"Weatherspoon, Hakim",@cs.cornell.edu,M,US,EDU,,,,,,,
"Weaver, Vince",@maine.edu,M,US,EDU,38,13,12,15,14,607,
"Weber, Ingmar",@acm.org,M,,,166,27,24,62,58,2861,
"Weber, Manuel",@tugraz.at,M,AT,EDU,1,1,1,0,0,1,36
"Weber, Sam",,M,US,EDU,,,,,,,29
"Wee, Hoeteck",@di.ens.fr,M,FR,EDU,73,28,27,53,51,2936,90
"Wegemer, Daniel",@seemoo.tu-darmstadt.de,M,DE,EDU,7,3,3,0,0,15,10
"Wei, Changzhen",,M,,COM,,,,,,,9
"Wei, Fan",@stanford.edu,F,US,EDU,14,3,3,0,0,29,100
"Wei, Furu",@microsoft.com,M,,COM,92,29,27,50,48,2948,92
"Wei, Gu-Yeon",@eecs.harvard.edu,M,US,EDU,150,37,30,85,72,5183,146
"Wei, Hao",,M,HK,EDU,14,5,5,2,2,59,142
"Wei, Jinliang",@cs.cmu.edu,M,US,EDU,11,9,9,9,9,287,21
"Wei, Jishang",,M,US,EDU,,,,,,,23
"Wei, Lei",@ntu.edu.sg,M,SG,EDU,7,5,4,3,3,130,178
"Wei, Michael",@cs.ucsd.edu,M,,COM,23,9,9,9,9,692,39
"Wei, Qingsong",@dsi.a-star.edu.sg,M,SG,EDU,60,9,8,9,8,524,59
"Wei, Shaojun",,M,CN,EDU,,,,,,,229
"Wei, Shiyi",,M,US,EDU,,,,,,,14
"Wei, Tan",@us.ibm.com,M,US,COM,121,23,21,45,39,2392,96
"Wei, Teng",@wisc.edu,M,US,EDU,13,5,5,3,3,93,24
"Wei, Victor Junqiu",,M,HK,EDU,,,,,,,2
"Wei, Wei",,M,CN,EDU,,,,,,,1422
"Wei, Xiaochi",@bit.edu.cn,M,CN,EDU,18,2,2,0,0,19,17
"Wei, Xiaohui",,M,,,,,,,,,147
"Wei, Xingda",,,,,,,,,,,3
"Wei, Yanjie",@siat.ac.cn,M,CN,EDU,35,10,9,12,9,244,
"Wei, Zhewei",@ruc.edu.cn,M,CN,EDU,24,6,6,6,5,163,27
"Wei, Zhi",@njit.edu,M,US,EDU,129,26,26,42,41,4505,
"Wei, Ziyun",,M,CN,EDU,,,,,,,1
"Weidendorfer, Josef",@in.tum.de,M,DE,EDU,87,12,9,13,9,519,65
"Weik, Florian",,M,,,,,,,,,7
"Weikum, Gerhard",@mpi-inf.mpg.de,M,DE,GOV,948,77,48,313,179,24852,724
"Weil, Sage",,M,,,,,,,,,
"Weiland, Michele",@epcc.ed.ac.uk,F,UK,EDU,27,5,5,4,4,108,
"Weimann, Oren",@cs.haifa.ac.il,M,IL,EDU,67,19,16,28,23,1059,64
"Weimer, Westley",@umich.edu,M,US,EDU,127,42,38,67,63,10319,118
"Weinbub, Josef",@iue.tuwien.ac.at,M,AT,EDU,63,6,6,3,2,170,
"Weingarten, Achi-Or",,M,,,,,,,,,3
"Weinsberg, Yaron",,M,,COM,,,,,,,19
"Weinstein, Or",,M,,,,,,,,,2
"Weintraub, Grisha",,M,,,,,,,,,6
"Weir, Charles",@lancaster.ac.uk,M,UK,EDU,31,6,3,3,1,180,26
"Weiss, Yaacov Y.",@ldeo.columbia.edu,M,IL,EDU,13,10,10,10,10,477,6
"Weissbacher, Michael",@ccs.neu.edu,M,US,EDU,7,3,3,1,1,38,6
"Weisse, Ofir",@umich.com,M,,COM,7,6,6,3,3,114,7
"Weissenberg, Joanna",,F,,,,,,,,,17
"Weissman, Jon",@cs.umn.edu,M,US,EDU,161,28,16,62,27,2338,99
"Weitz, Konstantin",@uw.edu,M,US,EDU,11,3,3,0,0,15,23
"Welch, Brent",,M,,COM,85,30,18,43,25,7673,16
"Welch, Jennifer",@cse.tamu.edu,F,US,EDU,199,31,18,69,30,5463,168
"Wellein, Gerhard",@fau.de,M,DE,EDU,209,33,21,71,48,3990,124
"Weller, Max",,M,DE,EDU,17,11,9,11,7,1396,1
"Wells, Jack",@ornl.gov,M,US,GOV,137,23,11,39,14,1523,
"Welsh, Matt",@mdw.la,M,US,COM,226,62,42,115,75,28034,
"Wen, Chengyao",,M,US,EDU,,,,,,,1
"Wen, Ji-Rong",@ruc.edu.cn,M,CN,EDU,291,45,35,116,91,10757,215
"Wen, Shasha",,F,US,EDU,,,,,,,9
"Wen, Wujie",@pitt.edu,M,US,EDU,54,11,11,14,14,464,40
"Wen, Yonggang",@ntu.edu.sg,M,SG,EDU,199,33,32,71,66,3943,221
"Wender, Jan",,M,,,,,,,,,
"Weng, Jian",@jnu.edu.cn,M,CN,EDU,138,21,20,37,34,1869,212
"Weng, Xueping",,M,,,,,,,,,7
"Weninger, Tim",@nd.edu,M,US,EDU,67,15,14,21,18,977,
"Wenisch, Thomas F.",@umich.edu,M,US,EDU,120,34,31,55,50,5027,117
"Wenrui, Yan",,M,CN,EDU,,,,,,,2
"Wentzlaff, David",@princeton.edu,M,US,EDU,84,20,18,31,25,4360,47
"Wermke, Dominik",,M,DE,EDU,,,,,,,6
"Werner, Matthias",,M,DE,EDU,,,,,,,18
